
0.0	1.3	0	20	0.5905705619290669
0.0	1.3	100	10000	1.5583227582431198
0.0	1.3	20	30	0.9537431651504584
0.0	1.3	30	50	1.325985756615853
0.0	1.3	50	80	1.5058643882263012
0.0	1.3	80	100	1.6619273272742432

1.3	2.0	0	20	0.5454749939099707
1.3	2.0	100	10000	1.562578206811252
1.3	2.0	20	30	0.9378753511077735
1.3	2.0	30	50	1.2847466356234447
1.3	2.0	50	80	1.495525998693793
1.3	2.0	80	100	1.7177885572724372

2.0	3	0	20	0.5031218294148987
2.0	3	100	10000	1.3042975771353775
2.0	3	20	30	0.8775506629356475
2.0	3	30	50	1.1640771610341494
2.0	3	50	80	1.3219821908617841
2.0	3	80	100	1.4778355229436193

3	4	0	20	0.5592779624839932
3	4	100	10000	1.421386148264395
3	4	20	30	0.9543690540328729
3	4	30	50	1.4048026093162227
3	4	50	80	1.6150582463220584
3	4	80	100	1.6393476245909928

4.0	10000	0	20	0.5774888034497435
4.0	10000	100	10000	0.8669830434098484
4.0	10000	20	30	0.7334159273956942
4.0	10000	30	50	0.9619875290146077
4.0	10000	50	80	1.0968650336873507
4.0	10000	80	100	1.067421968421069
