
0.0	1.3	0	20	0.622281228885835
0.0	1.3	100	10000	1.540047598047644
0.0	1.3	20	30	0.9580747348477211
0.0	1.3	30	50	1.3304993338413658
0.0	1.3	50	80	1.5050132589915028
0.0	1.3	80	100	1.634636262397525

1.3	2.0	0	20	0.5947927764640728
1.3	2.0	100	10000	1.5718949173467975
1.3	2.0	20	30	0.8765705547172519
1.3	2.0	30	50	1.2828211400437493
1.3	2.0	50	80	1.5046963887018825
1.3	2.0	80	100	1.7165698102487932

2.0	3	0	20	0.4530122271857915
2.0	3	100	10000	1.326336933792188
2.0	3	20	30	0.8820344690367359
2.0	3	30	50	1.127834868430191
2.0	3	50	80	1.3207750907855762
2.0	3	80	100	1.4629500950490413

3	4	0	20	0.6638102552467041
3	4	100	10000	1.4718418151925912
3	4	20	30	0.9192031630369346
3	4	30	50	1.3333328263593125
3	4	50	80	1.5625272729517448
3	4	80	100	1.67752872056148

4.0	10000	0	20	0.5477794901101172
4.0	10000	100	10000	1.0796567838746922
4.0	10000	20	30	0.7215917139769004
4.0	10000	30	50	0.9343679315009416
4.0	10000	50	80	1.0690946623336517
4.0	10000	80	100	1.191664097078223
