
0.0	1.3	0	20	0.6214001688108313
0.0	1.3	100	10000	1.5551684986431396
0.0	1.3	20	30	0.9596474384879927
0.0	1.3	30	50	1.3236697516101574
0.0	1.3	50	80	1.5027694641950822
0.0	1.3	80	100	1.5859819799038437

1.3	2.0	0	20	0.5703861645623234
1.3	2.0	100	10000	1.577473276578586
1.3	2.0	20	30	0.9237753363534057
1.3	2.0	30	50	1.2804177411205322
1.3	2.0	50	80	1.476251836128542
1.3	2.0	80	100	1.7493034403495349

2.0	3	0	20	0.5820408769763725
2.0	3	100	10000	1.3362883369389718
2.0	3	20	30	0.874302683289983
2.0	3	30	50	1.1274947476821908
2.0	3	50	80	1.3007027904659
2.0	3	80	100	1.4289123424718262

3	4	0	20	0.32174002504632915
3	4	100	10000	1.4518126058553493
3	4	20	30	0.9235087493182784
3	4	30	50	1.3637856373720876
3	4	50	80	1.641351458134514
3	4	80	100	1.6442627242162775

4.0	10000	0	20	0.21241737236101688
4.0	10000	100	10000	1.171995580018278
4.0	10000	20	30	0.7209421394790623
4.0	10000	30	50	0.9990625819978015
4.0	10000	50	80	1.063926481429567
4.0	10000	80	100	1.1432890794481645
