
0.0	1.3	0	20	0.6874633233991039
0.0	1.3	100	10000	1.643905494882269
0.0	1.3	20	30	0.9523447960332956
0.0	1.3	30	50	1.2370509231285416
0.0	1.3	50	80	1.4054421294178265
0.0	1.3	80	100	1.5674505313122005

1.3	2.0	0	20	0.6980134543728673
1.3	2.0	100	10000	1.5971661084592543
1.3	2.0	20	30	0.9526195695020856
1.3	2.0	30	50	1.2187340996797078
1.3	2.0	50	80	1.4079628666553048
1.3	2.0	80	100	1.6743869176471255

2.0	3	0	20	0.6317398716507399
2.0	3	100	10000	1.338783944588136
2.0	3	20	30	0.8625775007485226
2.0	3	30	50	1.2454004308924567
2.0	3	50	80	1.3729928441663655
2.0	3	80	100	1.394591591030808

3	4	0	20	0.739772010060586
3	4	100	10000	1.333241076539373
3	4	20	30	1.0664614389481257
3	4	30	50	1.2985271997836638
3	4	50	80	1.4264090062690127
3	4	80	100	1.4249886267069114

4.0	10000	0	20	0.582224982069433
4.0	10000	100	10000	-5.168436481657191
4.0	10000	20	30	0.7821494806283769
4.0	10000	30	50	1.0664234731404978
4.0	10000	50	80	1.2295837108297385
4.0	10000	80	100	1.3247288841182603
